condition,writer_target,writer,cluster_id,case_id,block_index,state_id,authorization_id,failure_category,affected_fields,semantic_error,authority_gain,authority_loss
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,3,state_7a282d4b951cd1e2cc383895,auth_reagent_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,3,state_dd3d751f557b4b07fd0c738f,auth_catering,boundary_loss,"[""valid_from""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,3,state_dd3d751f557b4b07fd0c738f,auth_catering,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,3,state_179cd62adc6af0ca67e5ccbe,auth_freight,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,3,state_4e9d1671b25bacd402077c8d,auth_print,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,3,state_2ae5b62645f6e4cb36b1e83b,auth_parts,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,3,state_df27d26f30076fe35ffc93cf,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,3,state_df27d26f30076fe35ffc93cf,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,3,state_1e7c0b94ebb8d6c33a6a8c3f,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,3,state_9872d3034c77fbc6bd827e84,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,3,state_fbec2f5ce14b3c97b900edda,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,3,state_fbec2f5ce14b3c97b900edda,auth_initial,record_lineage_error,"[""supersedes""]",True,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,3,state_fbec2f5ce14b3c97b900edda,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,4,state_79e997d29958cfd99e603dc6,auth_software_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,4,state_902c4da148d992a73f542a28,auth_facilities_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,4,state_251e803ae9d660fcb87bbe6f,auth_cloud_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,4,state_7755c5980b834a87fc7685cc,auth_reagent_01,undergrant_omission,"[""status""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,4,state_7755c5980b834a87fc7685cc,auth_reagent_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,4,state_63acb96b91e2ebe5daf2d79c,auth_catering,boundary_loss,"[""valid_from""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,4,state_63acb96b91e2ebe5daf2d79c,auth_catering,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,4,state_76d322e171aa1b6a864bcc2e,auth_freight,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_30655b55fe4b7d6cf43906ac,auth_print,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_30655b55fe4b7d6cf43906ac,auth_print,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_30655b55fe4b7d6cf43906ac,auth_print,scope_substitution,"[""scope.allowed_categories""]",True,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_30655b55fe4b7d6cf43906ac,auth_print,scope_broadening,"[""scope.max_amount""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,4,state_b660c3d9a75bf21382775c2a,auth_parts,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,4,state_f6f5fe12dc3caa49e9b6701f,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,4,state_f6f5fe12dc3caa49e9b6701f,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,4,state_cbb716a475e0b79b5df7c125,auth_initial,stale_state_retention,"[""source_turn_ids"", ""status"", ""valid_until""]",True,True,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,4,state_cbb716a475e0b79b5df7c125,auth_replacement,undergrant_omission,"[""status""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,4,state_cbb716a475e0b79b5df7c125,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,4,state_99831ed6b71c5dd88b8822f4,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,4,state_4439427d5de1819800229bb8,auth_initial,record_state_error,"[""status""]",True,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,4,state_4439427d5de1819800229bb8,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,4,state_4439427d5de1819800229bb8,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,4,state_4439427d5de1819800229bb8,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,5,state_816a1d195a1d39e44dc56156,auth_cloud_01,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,5,state_816a1d195a1d39e44dc56156,auth_cloud_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,5,state_816a1d195a1d39e44dc56156,auth_cloud_01,scope_broadening,"[""scope.allowed_categories"", ""scope.max_amount""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,5,state_ee69cf181b1181b91fadd4f3,auth_freight,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,5,state_ee69cf181b1181b91fadd4f3,auth_freight,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,5,state_ee69cf181b1181b91fadd4f3,auth_freight,scope_broadening,"[""scope.max_amount""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_0431b2996edb9b03f86752ae,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_0431b2996edb9b03f86752ae,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_0431b2996edb9b03f86752ae,auth_replacement,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_0431b2996edb9b03f86752ae,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_0431b2996edb9b03f86752ae,auth_replacement,scope_broadening,"[""scope.allowed_categories"", ""scope.max_amount""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,5,state_70b76235d14bca2ae36aadf7,auth_initial,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,5,state_70b76235d14bca2ae36aadf7,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,5,state_70b76235d14bca2ae36aadf7,auth_initial,scope_broadening,"[""scope.allowed_categories"", ""scope.max_amount""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,5,state_dae3aed92ae22a2fef6a8748,auth_facilities_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,5,state_04836827f65faf98ffe49c8b,auth_parts,boundary_loss,"[""valid_from""]",True,True,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,5,state_04836827f65faf98ffe49c8b,auth_parts,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,kimi_baseten,Kimi K2.6,kimi_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,5,state_04836827f65faf98ffe49c8b,auth_parts,scope_broadening,"[""scope.allowed_categories"", ""scope.max_amount""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,2,state_7f185f7eb8df703a26ce435d,auth_software_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,2,state_72999a489237b3287a2945f1,auth_cloud_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,2,state_da2839693f2a7272f30ca590,auth_reagent_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,2,state_0aa1ef589033d2692aa8ee89,auth_catering,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,2,state_d1ccae548cf8bbf1433566c7,auth_freight,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,2,state_a8a8ff9929f5a10052fa5676,auth_print,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,2,state_56a6bfba3206678afc8e738b,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,2,state_b3294e3cbca6de09597cbe76,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,3,state_e74e6d22b5c80fec0c578afd,auth_software_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,3,state_2256dd5b79552504bf2377d6,auth_facilities_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,3,state_732dd9ede18a3a3a03a1aa97,auth_cloud_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,3,state_f3a8f919b2092fb37fd9287f,auth_reagent_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,3,state_0e1705778f1ce1cf805d180c,auth_catering,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,3,state_d8e1c6ffc4031edceebee668,auth_freight,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,3,state_3efaac84838f653742c1ff23,auth_print,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,3,state_543ec6eda393c9c6915dce4e,auth_parts,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,3,state_e8789bcf06d4e60fc9eb1783,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,3,state_e8789bcf06d4e60fc9eb1783,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,3,state_d998d1b3106f83246db0443d,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,3,state_469f8ec3b666e95f57bae2a7,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,3,state_dfdf1fc267fd6f0eb6b386a7,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,4,state_877f8a4d8e411c9baab61203,auth_software_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,4,state_cdebe84223f363f79e626cc8,auth_facilities_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,4,state_3a3db17fe6dafd87afa775a5,auth_cloud_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,4,state_db54eb3870cf7e3b06192b5e,auth_reagent_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,4,state_795ef87f9fa119b68ebee14a,auth_catering,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,4,state_795ef87f9fa119b68ebee14a,auth_catering,scope_broadening,"[""scope.allowed_categories""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,4,state_611673f3b30287f5a1842e0a,auth_freight,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_0a643c9780140e9503339044,auth_print,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_0a643c9780140e9503339044,auth_print,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_0a643c9780140e9503339044,auth_print,scope_substitution,"[""scope.allowed_categories""]",True,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,4,state_0a643c9780140e9503339044,auth_print,scope_broadening,"[""scope.max_amount""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,4,state_eb93e772dfb6b511e3c8a291,auth_parts,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,4,state_31833dc52edecab8decb8f4e,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,4,state_31833dc52edecab8decb8f4e,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,4,state_31833dc52edecab8decb8f4e,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,4,state_978456c8ec4dfb8cee9e43eb,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,4,state_978456c8ec4dfb8cee9e43eb,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,4,state_ddc6d98bbbc18089db56a61b,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,4,state_73cb49bb910b6c8dc6fa5147,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,4,state_73cb49bb910b6c8dc6fa5147,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,5,state_d0c23cbe167c80decea5585e,auth_facilities_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,5,state_475977d76266ea12282fc657,auth_cloud_01,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,5,state_475977d76266ea12282fc657,auth_cloud_01,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,5,state_475977d76266ea12282fc657,auth_cloud_01,scope_broadening,"[""scope.allowed_categories"", ""scope.max_amount""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,5,state_6e940cdeff32b21c018450f3,auth_parts,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_42e14d923143ffff857ca00e,auth_initial,undergrant_omission,"[""valid_until""]",True,False,True
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_42e14d923143ffff857ca00e,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_42e14d923143ffff857ca00e,auth_replacement,undergrant_omission,"[""status""]",True,False,True
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_42e14d923143ffff857ca00e,auth_replacement,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,5,state_42e14d923143ffff857ca00e,auth_replacement_2,hallucinated_authority,"[""__record__""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,5,state_ad660ada53c3ef852cafcca9,auth_amendment_01,hallucinated_authority,"[""__record__""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,5,state_ad660ada53c3ef852cafcca9,auth_initial,undergrant_omission,"[""status""]",True,False,True
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,5,state_ad660ada53c3ef852cafcca9,auth_initial,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,5,state_f83bf1f6e5cb12a01b650d7f,auth_freight,boundary_loss,"[""valid_until""]",True,True,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,5,state_f83bf1f6e5cb12a01b650d7f,auth_freight,provenance_error,"[""source_turn_ids""]",False,False,False
capacity_2x,glm_5_2_baseten,GLM 5.2,glm_5_2_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,5,state_f83bf1f6e5cb12a01b650d7f,auth_freight,scope_broadening,"[""scope.allowed_categories"", ""scope.max_amount""]",True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,0,state_59e90096f93da91aced0193d,auth_cfo_hvac_20260720,hallucinated_authority,"[""__record__""]",True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a678c423042176078af3f9e0,auth_facilities_01,record_lineage_error,"[""supersedes""]",True,False,False
