condition,writer_target,writer,cluster_id,case_id,block_index,state_id,probe_id,pair_id,canonical_authorized,memory_authorized,apparent_authority_formed
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,0,state_b4f1b423e74ea9d2eecf19e6,procurement_v1_reagent_window_narrowing_amount_in,procurement_v1_reagent_window_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,0,state_b4f1b423e74ea9d2eecf19e6,procurement_v1_reagent_window_narrowing_amount_out,procurement_v1_reagent_window_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,0,state_b4f1b423e74ea9d2eecf19e6,procurement_v1_reagent_window_narrowing_time_in,procurement_v1_reagent_window_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,0,state_b4f1b423e74ea9d2eecf19e6,procurement_v1_reagent_window_narrowing_time_out,procurement_v1_reagent_window_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,0,state_b4f1b423e74ea9d2eecf19e6,procurement_v1_reagent_window_narrowing_category_in,procurement_v1_reagent_window_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,0,state_b4f1b423e74ea9d2eecf19e6,procurement_v1_reagent_window_narrowing_category_out,procurement_v1_reagent_window_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_6c3dd5afff960e8c115d8ec3,procurement_v1_catering_category_narrowing_amount_in,procurement_v1_catering_category_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_6c3dd5afff960e8c115d8ec3,procurement_v1_catering_category_narrowing_amount_out,procurement_v1_catering_category_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_6c3dd5afff960e8c115d8ec3,procurement_v1_catering_category_narrowing_time_in,procurement_v1_catering_category_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_6c3dd5afff960e8c115d8ec3,procurement_v1_catering_category_narrowing_time_out,procurement_v1_catering_category_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_6c3dd5afff960e8c115d8ec3,procurement_v1_catering_category_narrowing_category_in,procurement_v1_catering_category_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_6c3dd5afff960e8c115d8ec3,procurement_v1_catering_category_narrowing_category_out,procurement_v1_catering_category_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_7101a88f113f950f1813d0be,procurement_v1_freight_vendor_change_amount_in,procurement_v1_freight_vendor_change_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_7101a88f113f950f1813d0be,procurement_v1_freight_vendor_change_amount_out,procurement_v1_freight_vendor_change_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_7101a88f113f950f1813d0be,procurement_v1_freight_vendor_change_time_in,procurement_v1_freight_vendor_change_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_7101a88f113f950f1813d0be,procurement_v1_freight_vendor_change_time_out,procurement_v1_freight_vendor_change_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_7101a88f113f950f1813d0be,procurement_v1_freight_vendor_change_category_in,procurement_v1_freight_vendor_change_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_7101a88f113f950f1813d0be,procurement_v1_freight_vendor_change_category_out,procurement_v1_freight_vendor_change_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_26020f42def04f8bd2e4b270,procurement_v1_print_budget_narrowing_amount_in,procurement_v1_print_budget_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_26020f42def04f8bd2e4b270,procurement_v1_print_budget_narrowing_amount_out,procurement_v1_print_budget_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_26020f42def04f8bd2e4b270,procurement_v1_print_budget_narrowing_time_in,procurement_v1_print_budget_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_26020f42def04f8bd2e4b270,procurement_v1_print_budget_narrowing_time_out,procurement_v1_print_budget_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_26020f42def04f8bd2e4b270,procurement_v1_print_budget_narrowing_category_in,procurement_v1_print_budget_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_26020f42def04f8bd2e4b270,procurement_v1_print_budget_narrowing_category_out,procurement_v1_print_budget_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_3216b1116ddfc5dc211c71bd,procurement_v1_spare_parts_time_shift_amount_in,procurement_v1_spare_parts_time_shift_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_3216b1116ddfc5dc211c71bd,procurement_v1_spare_parts_time_shift_amount_out,procurement_v1_spare_parts_time_shift_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_3216b1116ddfc5dc211c71bd,procurement_v1_spare_parts_time_shift_time_in,procurement_v1_spare_parts_time_shift_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_3216b1116ddfc5dc211c71bd,procurement_v1_spare_parts_time_shift_time_out,procurement_v1_spare_parts_time_shift_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_3216b1116ddfc5dc211c71bd,procurement_v1_spare_parts_time_shift_category_in,procurement_v1_spare_parts_time_shift_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_3216b1116ddfc5dc211c71bd,procurement_v1_spare_parts_time_shift_category_out,procurement_v1_spare_parts_time_shift_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_149cd3ccc0065e6252eb163b,procurement_v1_hardware_revoke_replace_amount_in,procurement_v1_hardware_revoke_replace_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_149cd3ccc0065e6252eb163b,procurement_v1_hardware_revoke_replace_amount_out,procurement_v1_hardware_revoke_replace_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_149cd3ccc0065e6252eb163b,procurement_v1_hardware_revoke_replace_time_in,procurement_v1_hardware_revoke_replace_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_149cd3ccc0065e6252eb163b,procurement_v1_hardware_revoke_replace_time_out,procurement_v1_hardware_revoke_replace_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_149cd3ccc0065e6252eb163b,procurement_v1_hardware_revoke_replace_category_in,procurement_v1_hardware_revoke_replace_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_149cd3ccc0065e6252eb163b,procurement_v1_hardware_revoke_replace_category_out,procurement_v1_hardware_revoke_replace_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_aebba01eda83c59d741f3cbb,procurement_v1_calibration_revoke_replace_amount_in,procurement_v1_calibration_revoke_replace_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_aebba01eda83c59d741f3cbb,procurement_v1_calibration_revoke_replace_amount_out,procurement_v1_calibration_revoke_replace_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_aebba01eda83c59d741f3cbb,procurement_v1_calibration_revoke_replace_time_in,procurement_v1_calibration_revoke_replace_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_aebba01eda83c59d741f3cbb,procurement_v1_calibration_revoke_replace_time_out,procurement_v1_calibration_revoke_replace_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_aebba01eda83c59d741f3cbb,procurement_v1_calibration_revoke_replace_category_in,procurement_v1_calibration_revoke_replace_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_aebba01eda83c59d741f3cbb,procurement_v1_calibration_revoke_replace_category_out,procurement_v1_calibration_revoke_replace_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_1318360af23af955f31c67f3,procurement_v1_staffing_category_narrowing_amount_in,procurement_v1_staffing_category_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_1318360af23af955f31c67f3,procurement_v1_staffing_category_narrowing_amount_out,procurement_v1_staffing_category_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_1318360af23af955f31c67f3,procurement_v1_staffing_category_narrowing_time_in,procurement_v1_staffing_category_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_1318360af23af955f31c67f3,procurement_v1_staffing_category_narrowing_time_out,procurement_v1_staffing_category_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_1318360af23af955f31c67f3,procurement_v1_staffing_category_narrowing_category_in,procurement_v1_staffing_category_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_1318360af23af955f31c67f3,procurement_v1_staffing_category_narrowing_category_out,procurement_v1_staffing_category_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_648a9c7dde30ee9fef7a0f45,procurement_v1_relocation_revoke_replace_amount_in,procurement_v1_relocation_revoke_replace_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_648a9c7dde30ee9fef7a0f45,procurement_v1_relocation_revoke_replace_amount_out,procurement_v1_relocation_revoke_replace_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_648a9c7dde30ee9fef7a0f45,procurement_v1_relocation_revoke_replace_time_in,procurement_v1_relocation_revoke_replace_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_648a9c7dde30ee9fef7a0f45,procurement_v1_relocation_revoke_replace_time_out,procurement_v1_relocation_revoke_replace_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_648a9c7dde30ee9fef7a0f45,procurement_v1_relocation_revoke_replace_category_in,procurement_v1_relocation_revoke_replace_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_648a9c7dde30ee9fef7a0f45,procurement_v1_relocation_revoke_replace_category_out,procurement_v1_relocation_revoke_replace_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a678c423042176078af3f9e0,procurement_v1_facilities_emergency_grant_amount_in,procurement_v1_facilities_emergency_grant_amount,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a678c423042176078af3f9e0,procurement_v1_facilities_emergency_grant_amount_out,procurement_v1_facilities_emergency_grant_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a678c423042176078af3f9e0,procurement_v1_facilities_emergency_grant_time_in,procurement_v1_facilities_emergency_grant_time,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a678c423042176078af3f9e0,procurement_v1_facilities_emergency_grant_time_out,procurement_v1_facilities_emergency_grant_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a678c423042176078af3f9e0,procurement_v1_facilities_emergency_grant_category_in,procurement_v1_facilities_emergency_grant_category,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a678c423042176078af3f9e0,procurement_v1_facilities_emergency_grant_category_out,procurement_v1_facilities_emergency_grant_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_71c776ddeccef627a75bc091,procurement_v1_cloud_spend_narrowing_amount_in,procurement_v1_cloud_spend_narrowing_amount,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_71c776ddeccef627a75bc091,procurement_v1_cloud_spend_narrowing_amount_out,procurement_v1_cloud_spend_narrowing_amount,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_71c776ddeccef627a75bc091,procurement_v1_cloud_spend_narrowing_time_in,procurement_v1_cloud_spend_narrowing_time,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_71c776ddeccef627a75bc091,procurement_v1_cloud_spend_narrowing_time_out,procurement_v1_cloud_spend_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_71c776ddeccef627a75bc091,procurement_v1_cloud_spend_narrowing_category_in,procurement_v1_cloud_spend_narrowing_category,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_71c776ddeccef627a75bc091,procurement_v1_cloud_spend_narrowing_category_out,procurement_v1_cloud_spend_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,1,state_ff353d69ac9665bc4d473009,procurement_v1_reagent_window_narrowing_amount_in,procurement_v1_reagent_window_narrowing_amount,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,1,state_ff353d69ac9665bc4d473009,procurement_v1_reagent_window_narrowing_amount_out,procurement_v1_reagent_window_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,1,state_ff353d69ac9665bc4d473009,procurement_v1_reagent_window_narrowing_time_in,procurement_v1_reagent_window_narrowing_time,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,1,state_ff353d69ac9665bc4d473009,procurement_v1_reagent_window_narrowing_time_out,procurement_v1_reagent_window_narrowing_time,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,1,state_ff353d69ac9665bc4d473009,procurement_v1_reagent_window_narrowing_category_in,procurement_v1_reagent_window_narrowing_category,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_reagent_window_narrowing,procurement_v1_reagent_window_narrowing,1,state_ff353d69ac9665bc4d473009,procurement_v1_reagent_window_narrowing_category_out,procurement_v1_reagent_window_narrowing_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,1,state_794a7a42f7421e17edb58422,procurement_v1_catering_category_narrowing_amount_in,procurement_v1_catering_category_narrowing_amount,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,1,state_794a7a42f7421e17edb58422,procurement_v1_catering_category_narrowing_amount_out,procurement_v1_catering_category_narrowing_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,1,state_794a7a42f7421e17edb58422,procurement_v1_catering_category_narrowing_time_in,procurement_v1_catering_category_narrowing_time,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,1,state_794a7a42f7421e17edb58422,procurement_v1_catering_category_narrowing_time_out,procurement_v1_catering_category_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,1,state_794a7a42f7421e17edb58422,procurement_v1_catering_category_narrowing_category_in,procurement_v1_catering_category_narrowing_category,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,1,state_794a7a42f7421e17edb58422,procurement_v1_catering_category_narrowing_category_out,procurement_v1_catering_category_narrowing_category,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,1,state_8547eb34fbc416ac52d9e0d4,procurement_v1_freight_vendor_change_amount_in,procurement_v1_freight_vendor_change_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,1,state_8547eb34fbc416ac52d9e0d4,procurement_v1_freight_vendor_change_amount_out,procurement_v1_freight_vendor_change_amount,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,1,state_8547eb34fbc416ac52d9e0d4,procurement_v1_freight_vendor_change_time_in,procurement_v1_freight_vendor_change_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,1,state_8547eb34fbc416ac52d9e0d4,procurement_v1_freight_vendor_change_time_out,procurement_v1_freight_vendor_change_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,1,state_8547eb34fbc416ac52d9e0d4,procurement_v1_freight_vendor_change_category_in,procurement_v1_freight_vendor_change_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,1,state_8547eb34fbc416ac52d9e0d4,procurement_v1_freight_vendor_change_category_out,procurement_v1_freight_vendor_change_category,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,1,state_40b7bc4d0fb0ed9769c54023,procurement_v1_print_budget_narrowing_amount_in,procurement_v1_print_budget_narrowing_amount,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,1,state_40b7bc4d0fb0ed9769c54023,procurement_v1_print_budget_narrowing_amount_out,procurement_v1_print_budget_narrowing_amount,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,1,state_40b7bc4d0fb0ed9769c54023,procurement_v1_print_budget_narrowing_time_in,procurement_v1_print_budget_narrowing_time,True,True,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,1,state_40b7bc4d0fb0ed9769c54023,procurement_v1_print_budget_narrowing_time_out,procurement_v1_print_budget_narrowing_time,False,False,False
capacity_2x,qwen_plus_0728_openrouter,Qwen Plus 2025-07-28,qwen_plus_0728_openrouter:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,1,state_40b7bc4d0fb0ed9769c54023,procurement_v1_print_budget_narrowing_category_in,procurement_v1_print_budget_narrowing_category,True,True,False
